CVE_PROD,DESC1,DESC2,TRANS
VAR176,CUBREBOCAS KN95 (BLANCO) JUNIOR,,1
FAR56,"IBUPROFENO, 800MG, 20 TABS.
VITAE",,1
FAR57,"VITAMINA C, 500MG, C/30 CAPS",,3
JAL63,"GASA 7.5X5 10, JALOMA",,3
SER30,"FENOFIBRATO 160 MG,30 CAPS,",,3
SER31,"TIBOLONA 2.5 MG, 30 TABLETAS",,3
ULTR83,"ESOMEPRAZOL, 40MG, 7 CAPS.",,3
ULTR84,"ESOMEPRAZOL, 40MG, 14 CAPS.",,3
KENER25,LEVOCARNITINA 1 G VEHICULO CBP 5 ML,,1
DKT36,PRESERVATIVO MUTUAL SENSATION C/3  PIEZAS,,3
VAR177,"CLORURO DE BENZALCONIO, AGUA DESTILADA,",,1
GEN10,TRAMADOL 50 MG C/60,,1
GEN14,TRAMADOL 100 MG C/60  TABLETAS,,1
GEN15,"TERBINAFINA, 250MG., 30 TABS.",,3
AMS77,"CEFUROXIMA, 750MG, 1 AMP.",,3
NOV78,"QUETIAPINA, 100MG, 60 TABS",,1
NOV79,"FINASTERIDA, 5MG, 30 TABS.",,3
VAR178,"POLVO 120G VITAMINA C,B1,B6,ZINC,EQUINACEA",,1
FAR58,"CALCITRIOL 0.25, 50  CAPSULAS",,3
NAT74,"VITAMINA C, JALEA REAL, ZINC, 30 TABS.",,1
BEL1,"DIFUSOR ULTRASONICO DE ACEITES ESCENCIALES Y LUCES LED, (C/3 ACEITES)",,3
BEL2,"CAJA C/4 ACEITES, LIMON, LAVANDA, EUCALIPTO, MENTA 5 ML DIFUSOR
",,1
NOV80,TELMISARTAN 40MG C/28,,3
KENER26,DOBUTAMIDA 250MG/20ML SOL INY,,1
COL100,"NAPROXENO, PARACETAMOL, 100ML, SUSP.",,1
COL101,"FENOXIMETILPENICILINA 800,000 U
PENICILINA V POTASICA 800,000 C/40 TABLETAS
",,1
COL102,"IBUPROFENO, 400 MG, 45 TABS.
",,1
COL103,"PARACETAMOL, PARACETAMOL 10/500 MG, 24 TABS. precicol",,3
FAR59,"SILDENAFIL, 50MG, 2 CAPS.",,3
VAR179,"ACIDO ACETILSALICILICO, 100MG, 30 TABS (PHARMAGEN)",,1
AG1,"ALCHOL ETILICO 70%, 250ML. AG",,3
MED10,"ACIDO ACETILSALICILICO, 500MG., 20 TABS. (MEDLEY)",,1
ULTR85,"AMLODIPINO, 5MG, 30 TABS.",,3
VAR181,"GEL ANTIBACTERIAL CON GLICERINA, 120ML. EXHIBIDOR 12 PIEZAS    (SEGURIDAD EFICAZ)",,3
VAR182,"GEL ANTIBACTERIAL, 3.750 LT",,3
AMS78,"LEVOFLOXACINO,500 MG, 7 TABS.",,3
MED11,TAMSULOSINA 0.04 MG 20 CAPS.,,3
RAAM40,"EZETIMIBA, 10 MG, 28 TABS.",,1
DKT23,"LEVONORGESTREL 1.5 MG, 1 TAB.",,1
NAT57,"VITAMINA C, JALEA REAL, ZINC, 6 SOBRES",,3
WIP28,"BROMURO DE IPRATROPIO CON SALBUTAMOL, 10 AMP 2.5 mL P/NEBULIZAR (LAB. SUANCA)",,3
WIP29,"LABIOX, ACIDO HIALURONICO",,1
MAV241,"ENOXAPARINA SODICA INYECTABLE, 60MG,2 JERINGAS con 0.06 ml.",,1
COL104,"HIDROXIPROPILMETILCELULOSA, LUBRICANTE OFTALMICO, 15ML",,1
MAV242,"PARACETAMOL, FENILEFRINA, CLORFENAMINA, 325/5/2MG, 24 TABS.",,1
AMS79,"LINCOMICINA, INY, 600 MG, 6 AMP.",,1
RAAM41,"ESPEFLUN, MICOFENOLATO DE MOFETILO 500MG",,1
BIOR9,"FUMARATO FERROSO, 200MG., 50 COMPS.",,3
MAV243,"ACIDO FUSIDICO 20MG, BETAMETASONA 1MG, CREMA  15G.",,3
VAR184,"METFORMINA, 850 MG, 30 TABS.",,1
KEN25,PRAVASTATINA TAB 20MG. CAJA C/30,,3
VAR185,"ACIDO ASCORBICO, 1GR, 10 TABS, EFERVECENTE VITAMINA C oxital.",,1
VAR186,"ACIDO ASCORBICO, 2GR, 10 TABS, EFERVECENTE VITAMINA C (sabor naranja) oxital",,1
VAR187,"VENDA 2"" X 4.5 CM ROJA   AUTOADHERIBLE
",,1
VAR188,"VENDA 4"" X 4.5 CM ROJA   AUTOADHERIBLE
",,1
VAR189,"AGUA DE MAR NATURAL, SPRAY NASAL, 100ML",,1
VAR190,TADALAFIL 20MG C/1 (SANDOZ),,1
MVI79,"ROSUVASTATINA, 10 MG, 30 TABS.",,3
MVI80,"ROSUVASTATINA, 20 MG, 30 TABS.",,3
LOE78,"METFORMINA, GLIBENCLAMIDA, 500/25MG, 40 TABS.  LOEFFLER",,3
KEN26,AMPULA,,1
AG6,"VASELINA ULTRA FINA, 50 MG.",,3
AG19,ACETONA MAXINOVA 60ML.,,3
MVI81,,,1
BEL3,"FRESH LOVE CITRICOS, SPRAY CORPORAL 
",,3
FAR60,"SILDENAFIL, 100MG, 1 TAB.",,1
VAR193,"CLORURO DE BENZALCONIO, AGUA DESTILADA,  COLORANTE, IMIDAZOLIDINILUREA, AROMA EXHIBIDOR C/10",,3
VAR194,"CITRONELA, LAVANDA, CLAVO, GLICERINA  SPRAY, 60 ML. EXHIBIDOR C/10",,3
AMS81,"BUTILHIOSCINA, 10MG, 10 TABS.",,3
JAYOR54,TOALLA ALCOHOLADA C/100 PIEZAS USO EXTERNO toallita,,3
JAYOR55,"SONDAS FOLEY DE LATEX 2 VIAS, GLOBO 5ML CALIBRE 18FR, CAJA C/10 PIEZAS
",,3
JAYOR56,"BOLSA P/RECOLECCION DE ORINA CAPACIDAD 2LT SENSIMEDICAL
",,3
WIP30,LACTULOSA 100 ML (SUANCA),,3
JAYOR57,"SONDAS FOLEY DE LATEX 2 VIAS, GLOBO 5ML CALIBRE 16FR, CAJA C/10 PIEZAS
",,3
BEL4,"FRESH LOVE CITRICOS, SPRAY CORPORAL 
",,3
SNA49,ACEITE ESENCIAL DE LAS HOJAS DE MENTHA X PIPERITA 10ML USO TOPICO,,3
COL105,PARACETAMOL/CAFEINA 500MG/50MG 24 COMPRIMIDOS,,3
BET1,ZZ* TOALLITAS HUMEDAS C/80 AZUL (DODYS),,3
BET2,ZZ* TOALLITAS HUMEDAS C/80 ROSA (DODYS),,1
BET3,ZZ* TOALLITAS HUMEDAS C/30 AZUL (DODYS),,3
BET5,ZZ* PAÑAL DODYS PREMIUM ETAPA 2 CH C/38,,1
BET6,ZZ* PAÑAL DODYS PREMIUM ETAPA 3 M C/38 P,,1
BET7,ZZ* PAÑAL DODYS PREMIUM ETAPA 2 CH C/14,,1
BET8,ZZ* PAÑAL DODYS PREMIUM ETAPA 3 M C/14 P,,1
BET9,ZZ* PAÑAL DODYS PREMIUM ETAPA 4 G C/14 P,,1
BET10,ZZ* PAÑAL DODYS PREMIUM ETAPA 5 JUMBO C/14,,1
BET4,ZZ* TOALLITAS HUMEDAS C/70 (BABY BEBE)    DODYS,,1
SNA50,"CALCIO, 600MG, MAGNESIO 60 TABS.",,1
CMD61,"VITAMINA-C Y FRUCTOOLIGOSACARIDOS 100MG, 30 GOMITAS",,3
CMD62,JARABE 240 ML SABOR NARANJA SIN AZUCAR (VITAMINA C 300 MG),,3
CMD63,CIANOCOBALAMINA 1MG 30 TABS,,1
CMD64,"CURCUMA 100MG, 30 TABS",,1
CMD65,"Rhodiola 100 mg, Vitamina B1 8.16 mg, Vitamina B12 12 mcg, Vitamina B2 9 mg, Vitamina B6 6.08 mg, Vitamina B9 200 mcg",,3
JAL64,"ACEITE DE COCO, 60ML.",,3
JAL65,"ACEITE AGUACATE,60 ML",,3
JAL66,"ACEITE ARGAN,60 ML",,3
JAL67,"UNGUENTO MENTOLADO 80GR JALOMA
",,1
JAL68,***POMADA PARA ROZADURAS BEBE JALOMA 30G,,3
TEC12,"TIAMAZOL, 5MG, 20 TBAS.",,3
VAR195,"DEXAMETASONA 0.5MG, 30 TABLETAS  (ALLEN)",,3
JAL69,"ACEITE MAMEY Y RICINO,60 ML",,1
JAL70,360 ANTISEPTICO 30 ML SOLUCION ESTERILIZANTE Y DESINFECTANTE,,3
JAL71,"ACETONA C/ACEITE DE MACADAMIA Y LANOLINA, 120ML.",,1
JAL72,"ACETONA C/ACEITE DE QUERATINA Y 12 OLEOS, 120ML.",,1
BIOR16,"FUROSEMIDA, 40MG, 20 TABS.",,3
VAR197,"LOSARTAN, 50MG, 30 TABS.",,1
MVI54,"LEVOFLOXACINO, 750 MG, 7 TABS.",,3
VAR198,"ONDANSETRON, 8MG,/4ML, 3AMP.",,1
QUIM2,"LIDOCAINA, 10% 115ML.",,3
AMS80,ACIDO ACETIL 300MG C20 EFERVESCENTE,,3
JAL73,***VASELINA BLANCA TARRO 230G,,1
JAL74,***VASELINA BLANCA P/BEBE TARRO 230G,,3
JAL75,***VASELINA BLANCA BEBE LAVANDA 230GR,,3
SNA51,"CALCIO, ERGOCALCIFEROL SUSP. 360 ML",,3
MAV244,"CLOPIDOGREL, ACIDO ACETILSALICILICO 75-100MG 28TABS",,1
KEN27,"HIPROMELOSA, OFT, 5 %, 10 ML. GTS",,3
KEN28,"TOBRAMICINA, 3.0MG 5ML, GTS.",,3
KEN29,"KETOROLACO, 10 MG, 10 TABS.",,1
KEN30,"OXIMETAZOLINA, 0.25 MG, OFTALMICA, 15ML",,1
FAR61,"EXTRACTO DE HOJAS DE GUAYABA, ACEITE DE SOYA, ACEITE VEGETAL HIDROGENADO, CERA BLANCA DE ABEJAS, EXTRACTO DE SABILA EQUIVALENTE A 2 500 MG DE ALOE VERA FRESCA), LECITINA DE SOYA, DIOXIDO DE SILICIO
QUERYABA, ALIYABA",,3
FAR62,"COMPLEJO B, HIERRO, ZINC, LECITINA",,1
FAR63,"AJO DEODORIZADO 310MG, ACEITE DE SOYA, ACEITE VEGETAL HIDROGENADO, CERA DE ABEJAS. C/100 CAPS",,3
FAR64,"GLUCOSAMINA, CONDROITINA, OMEGA 3, C/60 CAPSULAS",,1
FAR65,"COLAGENO TIPO I Y III, AC. HIALURONICO, INOSITOL, MSM, PABA, VITAMINAS Y MINERAS, 60 CAPS.",,3
FAR66,GLUCOSAMINA+MSM (METILSULFONILMETANO) 60 CAPSULAS,,3
FAR67,"VITAMINAS, MINERALES Y LUTEINA 60 CAPS  PARA ADULTOS MAYORES DE 50 AÑOS",,1
ALPH24,"FUROSEMIDA TABS 40MG, 20  NEOLPHARMA",,3
AMS82,"TAMSULOSINA GI, 0.4MG, 20 CAPS.",,3
NAT58,AMINOACIDOS Y ANTIOXIDANTES                                                                                                                                                                                                                     30 TABS,,1
NAT60,"ACIDO HIALURONICO, VITAMINA A Y COLAGENO 30 TABS",,3
SNA52,CALCIO SUSP. 360 ML,,3
COL106,"CIPROFLOXACINO/DEXAMETASONA,  3.5MG,1MG/1ML",,3
QUIFA56,"PARACET, ACIDO ACETIL, CAFEINA 250/250/65 MG.  24 TABS                                                                                                                                                                                AUXILIAR EN LA MIGRA",,3
FAR68,"VITAMINAS Y MINERALES CON JALEA REAL, AJO DEODORIZDO Y FOSFOLIPIDOS Y COLINA",,3
VAR200,"BENE SER, VITAMINA D3 5000 UI, 60 CAPS VITAMINAD",,3
BEL5,REPELETE BELABEL CITRONELA CLAVO Y TOMILLO,,3
BEL6,SANITIZANTE PARA MANOS AROMA LAVANDA  60ML.,,3
BEL7,SANITIZANTE PARA MANOS AROMA NARANJA  60ML.,,1
WIP31,"ATORVASTATINA, 20 MG, 10 TABS.",,1
NOV81,"VENLAFAXINA, 75MG, 10 CAPS.",,1
SNA53,"HIEDRA, 0.7G, 120ML, JBE.",,3
ULTR86,"AMANTADINA,CLORFENAMINA,PARACETAMOL.0.500/0.02,/3000G.  60ML. ROSEL SUSP",,3
FAR69,"SILDENAFIL, 50MG, 4 CAPS.",,3
AG4,"GEL ANTIBACTERIAL, 60ML.",,3
AG5,"GEL ANTIBACTERIAL, 1LT",,3
FAR70,"BIOFLAVONOIDES , LACTOBACILOS , VITAMINA C zulik",,3
VAR203,ELECTROLITOS MANZANA 25 SOBRES,,3
AMB17,CUBREBOCAS,,3
AMB18,CUBREBOCAS,,1
AMB19,CUBREBOCAS,,3
AMB20,CUBREBOCAS,,3
AMB21,CUBREBOCAS,,1
AMB22,CUBREBOCAS,,1
AMB23,CUBREBOCAS,,1
AMB24,TOALLITAS ANTIBACTERIAL C/16 HUMEDAS,,1
VAR204,"BECLOMETASONA, 0.989MG,1 G",,3
LAND16,ATORVASTATINA C/30 TABS 20 MG,,1
FAR71,"VITAMINA C Y ANTIOXIDANTES, MASTICABLES, 90 TABS.",,3
ULTR87,"ESTROGENOS CONJUGADOS 0.625, 42 GRAG.",,1
FAR72,"CURCUMA, ACIDO LIPOICO, GRANADA Y ASTAXANTINA, 30 CAPS",,1
CMD66,"VITAMINA C, D3, K2, ZINC, PROTEINA 30 TAB",,1
SER32,ONDANSETRON 8MG,,3
MAV245,"PARACETAMOL, FENILEFRINA, DEXTROMETORFANO, CLORFENAMINA 6 SOBRES",,3
BEL8,"VITAMINA E, DEXPANTENOL, ALOE VERA Y GOJI, HIDRATACION PROFUNDA 200G",,3
LOE79,"HIDROCLOROTIAZIDA, 25MG, 20 TABS.",,3
CMD67,"VITAMINA C, D3, ZINC Y FIBRA PREBIOTICA, 10 SOBRES",,1
RAAM42,"MELOXICAM, METOCARBAMOL, 15/215MG, 10 TABS.",,3
NAT75,VITAMINA-C JARABE 240 ML 300mg+BETA-GLUCANO DE LEVADURA (Wellmune) 50mg JARABE 240ML,,3
NAT76,BETAGLUCANO VITAMINA C Y ZINC 30 CAPS.,,3
NAT77,"OMEGA 3,VITAMINAS Y MINERALES, 30 CAPS",,3
NAT78,Café soluble+Hongo Shitake+Naranja agria+Inulina de Agave+Té verde.,,1
JAYOR58,"SONDAS FOLEY DE SILICON 2 VIAS, GLOBO 5ML CALIBRE 16FR, CAJA C/10 PIEZAS
",,1
JAYOR59,"SONDAS FOLEY DE SILICON 2 VIAS, GLOBO 5ML CALIBRE 18FR, CAJA C/10 PIEZAS
",,1
MAV246,"DIOSMINA, HESPIRIDINA, 450/50MG, 20 TABS.",,3
MAV247,"MAGALDRATO, DIMETICONA, 8G/1G, 120ML, SUSP.",,3
AG3,VR BALSAMO MENTOLADO CON EUCALIPTO 16GR  vick vaporrub VAPORUB,,3
MAV248,"CARBOCISTEINA 375MK/5ML 150ML, JARABE ADULTO
",,3
MAV249,"RAMIPRIL 5MG, C/16 TABLETAS",,3
BEL9,"AGUA DE ROSAS, SPRAY FACIAL REFRESCANTE 60ML",,1
BEL10,"AGUA DE PEPINO, SPRAY FACIAL REFRESCANTE 60ML",,3
NAT21,GOMIX ADULTO SABOR FRESA C/50 (CALCIO/PROTEINA/VITAMINA D),,3
MAV250,"LEFLUNOMIDA, 20MG, 30 TABS.",,3
SNA11,"GARLIC, 180 TABS. ALLIUM SATIVUM (AJO)",,3
SNA12,"CARDO MARIANO 120MG (SILYBUM MARIANUM ), 60 CAPS.",,3
VAR206,"CIPROFLOXACINO, 500 MG, 14 TABS.",,1
AMS83,"CIPROFLOXACINO, 500 MG, 14 TABS.",,3
WIP32,"MONTELUKAST, 10MG, 20 TABS.",,3
WIP33,SULFATO DE SALBUTAMOL,,3
VAR207,BECLOMETASONA 50MCG DISPOSITIVO INHALADOR 200 DOSIS,,3
KEN31,"METILPREDNISOLONA, INY, 500 MG, 8ML, 1 AMP.",,1
BEL11,"CALENDULA, ALOE VERA, TE VERDE, CENTELLA ASIATICA, GOJI Y ONAGRA 200G",,1
RAAM43,MIRTAZAPINA 30MG C/30 TABS,,3
TRASLADO,,,1
MAV251,"LOSARTAN, 100MG, 15 TABS.",,1
AMS84,"METFORMINA, 850MG C/30 TABLETAS",,1
BIOM56,"AMBROXOL, DEXTROMETORFANO 225/225MG, 120ML, SOL, ADUL.
",,3
VAR208,"METAMIZOL SODICO JARABE 5G/100ML, FRASCO 120ML (DEGORTS)",,3
VAR209,"DEXTROMETORFANO, GUAIFENESINA, FENILEFRINA, .300G/2.400G/.050G JARABE 118ML",,3
AMS85,"AMIKACINA, INY, 500 MG, 2 ML, 2 AMP.",,3
AMS86,"BENCILPENICILINA, INY, 300,000 U, CRISTALINA, 100,000U. 2 ML, 1 AMP.",,3
LIF53,"IBUPROFENO, 400 MG, 10 TABS.  LIFERPAL",,3
AMS87,"BENCILPENICILINA, INY, 300,000 U, CRISTALINA, 100,000U. 2 ML, 1 AMP.",,3
MVI59,"AZITROMICINA, 500MG, 3 TABS",,3
AG18,"AGUA OXIGENADA, 125 ML. AG",,3
BRU94,"RETINOL, ACIDO ASCORBICO, COLECALCIFEROL, SOL, 8000 UI 103MG/1600 UI ML",,3
MAV252,"CIPROHEPTADINA/CIANOCOBALAMINA, FRASCO 210ML, GOTERO Y VASO DOSIFICADOR",,3
NAT79,"BIOTINA, VITAMINA E Y ACEITE DE GERMEN DE TRIGO, 30 CAPS. 700 MG C/U",,1
NAT80,CARAMELO MACIZO C/VITAMINA C Y EXTRATOS HERBALES CARTERA C/8 CARAMELOS 2.5G,,3
NAT81,"ACIDO HIALURONICO, COLAGENO, BIOTINA, VITAMINA C Y D, C/30 GOMITAS",,3
SER33,"AZITROMICINA, 500MG, 3 TABS  SERRAL",,3
BEL12,"ARNICA, CALENDULA, ALOE VERA Y ACEITE ESENCIAL DE MENTA 75G",,3
NAT82,"LUTEINA-ZEAXANTINA, ASTAXANTINA, HIBISCUS SABDARIFFA. 30 CAPS",,3
SNA54,"ACIDO GLUTAMICO, VITAMINAS, MINERALES, 2X250ML. PACK",,1
BRU95,"IBUPROFENO, 100MG/5ML, 120ML, SUSP, INF.",,3
ALPH25,"ACIDO ACETIL 300MG C/20 TABS.  EFERVESCENTE, PSICOFARMA",,1
ALPH26,"CARBAMAZEPINA ,200MG C/20 TABS (CARPIN) PSICOFARMA",,1
ALPH27,"ALBENDAZOL SUSP, 20 ML ALPHARMA",,3
ALPH28,CLORTALIDONA 50MG C/20 TABS ALPHARMA,,3
ALPH29,"BISOPROLOL 2.5MG, 30 TABS NEOLPHARMA",,3
ALPH30,"DICLOFENACO, 1 %, 40G, GEL ALPHARMA",,3
ALPH31,OXIDO DE ZINC PASTA 25% TARRO  C/30 GR  ALPHARMA  rosatil,,1
ALPH32,TELMISARTAN 40MG C/14 ALPHARMA,,3
FAR73,"LEVOCETIRIZINA, 5 MG, 10 TABS. VITAE",,3
JAL76,"ACETONA, 120ML.",,3
NOV82,"LEVETIRACETAM, 500 MG, 60 TABLETAS",,1
NOV83,"LEVETIRACETAM, 1000 MG, 60 TABLETAS",,3
ALPH33,"DEXAMETASONA, 8MG, 2ML, 1 INY. rexipaten",,3
ALPH34,"PARACETAMOL, 100MG/1ML, 15ML.GTAS.       (SABOR FRAMBUESA)",,3
ALPH35,"CLINDAMICINA, INY, 300 MG, 2 ML. 1 AMP.",,1
LOE80,"PARACETAMOL, 100MG/1ML, 15ML.GTAS.       LOEFFLER",,3
MAV253,TRETINOINA CREMA 30 G,,3
MAV254,PARACETAMOL/CLORZOXAZONA C/30 TABS  300MG/250,,3
ALPH36,TELMISARTAN 80MG C/14,,1
COL107,"PAROXETINA CLORHIDRATO  TABS 20MG,  CAJA C/10",,3
COL108,"MELOXICAM, 15MG, 10 TABS.",,1
COL109,"MELOXICAM, 7.5MG, 20 TABS.",,3
ALPH37,"OMEPRAZOL, 20MG, 28 CAPS.",,3
VAR211,"NITRFURANTONIA, 100MG, 40CAPS. (SOLFRAN)",,3
ULTR88,"VALSARTAN 80MG. 30 COMPRIMIDOS, ULTRA",,3
CMD68,"VITAMINA D3, VITAMINA K2, ACEITE DE SEMILLA DE LINZA C/30 CAPS",,3
COL110,"AMOXICILINA, 500MG, 90 CAPS.",,3
COL111,"OMEPRAZOL, 20MG, 60 CAPS.  PACK 2X1",,3
COL112,"IBUPROFENO, 400 MG, 60 TABS. PACK 2X1",,3
SON56,"CLORANFENICOL, HIDROCORTISONA, BENZOCAINA  10ML, GTS.",,3
BRU96,"CLONIXINATO DE LISINA 250MG, 10 TABLETAS (LAB. RAYERE)",,3
FAR74,VITAMINAS PARA DIABETICOS,,3
NAT83,"VITAMINA B12, ARANDANO Y MINERALES. SOLUCION ORAL C/10 AMPOLLETAS",,3
LOE81,"TIZANIDINA 2MG, 20 TABLETAS",,3
COL113,LOSARTAN 50MG C/30,,3
COL114,"OMEPRAZOL, 20MG, 14 CAPS.",,3
COL115,"OMEPRAZOL, 20MG, 30 CAPS.",,3
COL116,"IBUPROFENO, 400 MG, 45 TABS.",,3
ALPH38,LIDOCAINA 5% UNGUENTO 35G.,,3
JAYOR60,"ACIDO FOLICO, VITAMINAS. MINERALES Y OMEGA 3. 30 CAPSULAS gelcavit 9 meses",,3
VAR212,"LEVOFLOXACINO 500MG/100ML, SOLUCION INYECTABLE",,3
AMS88,"METFORMINA, 850MG C/30 TABLETAS",,3
VAR213,"PROTECTOR  SOLAR FPS-50, 60ML. CREMA AROMA COCO",,3
DEG50,AMBROXOL 120ML. SUSP.,,3
AMS89,"KETOROLACO,TRAMADOL, 10MG/ 25 MG, 1 ML.  3AMP.",,3
CMD69,CALCIO+D,,3
MAV255,"LOSARTAN, 50MG, 30 TABS.",,1
BIOM57,KETOCONAZOL CREMA 2G TUBO 30MG,,3
RAND35,CAJA CON 50 TABLETAS DE 200 MG,,3
ALPH39,"ALBENDAZOL TABS C/6, 200 MG",,1
MAV256,"BROMURO DE PINAVERIO, DIMETICONA, 100/300MG., 16 CAPS. NESAJAR",,3
FAR75,"IBUPROFENO, 400MG., 10 CAPS.",,3
VAR215,FLUNARICINA 5MG C/20 TABS,,3
BEL13,"PROTECTOR  SOLAR FPS+50, 100ML. CREMA FACIAL Y CORPORAL CON CALENDULA Y ONAGRA",,3
MAV257,PIRACETAM 800MG TABLETAS,,1
MAV258,"IBUPROFENO, 400MG, 10 TABS.",,3
MAV259,"IBUPROFENO, 600MG, 10 TABS.",,3
MAV260,"IBUPROFENO, 800MG, 10 TABS.",,3
MAV261,"LOSARTAN, HIDROCLOROTIAZIDA, 50/12.5MG, 30 COMPS.",,3
MAV262,"PREGABALINA, 75MG, 14 CAPS.",,3
MAV263,"ESCITALOPRAM, 10MG, 28 TABS.",,1
RAND34,SERTRALINA 50MG C/14 TABS. RANDALL,,3
VAR217,"ELECTROLITOS ORALES POLVO, CAJA C/25 SOBRES 27.9G C/U SABOR  NATURAL (LAB. APOTEX)",,3
MAV264,"HIOSCINA, 20 MG, 1ML, 1 AMP. BUTILHIOSCINA",,3
CMD70,"CALCIO, VITAMINA A, VITAMINA D, 30 COMP.",,3
FAAR61,"SILDENAFIL, 100MG, 4 TAB.",,3
FAR76,"SILDENAFIL, 100MG, 4 TAB.",,3
ULTR89,"PIOGLITAZONA, 15MG, 7 TABS.",,3
JAYOR61,AGUJA HIPODERMICA 23G X 25MM (AZUL),,3
GRIN11,"KETOROLACO, TROMETAMINA SOL OFT 5ML (GRIN)",,3
WIP34,"YODOPOVIDONA, BUCOFARINGEO 120 ML. ISODINE",,3
WIP35,"YODOPOVIDONA, ANTISEPTICO 120 ML. ISODINE",,3
COL117,"DORZOLAMIDA, TIMOLOL 20MG/5MG/ML",,1
MED112,"LORATADINA,  10MG, 20 TABS.  MEDLEY",,1
NAT84,ESPORAS DE BACILLUS CLAUSII FRUCTOOLIGOSACARIDOS 12 CAPS 468MG C/U,,3
NAT85,"TE VERDE, GENGIBRE, CLOROFILA, 60 CAPS 595MG C/U",,3
COL118,"AMPICILINA, 500MG. 12 CAPS.",,3
YPN28,"SAW PALMETO, UVA URSI, GOLDEN SEAL RUSCO Y UÑ DE GATO, 60 CAPS, prostasan prosta san",,1
ULTR90,"QUETIAPINA, 100MG, 60 TABS",,1
QUIFA57,BISOPROLOL 2.50MG,,3
BEL14,"ACIDO HIALURONICO, EXTRACTO DE SABILA, COLAGENO, ELASTINA, GLICERINA",,3
MAV265,"CARBOCISTEINA 250MK/5ML 150ML, JARABE INFANTIL SABOR CHABACANO
",,3
MAV266,"MELOXICAM, 15MG, 10 TABS.",,3
MAV267,"CIPROFIBRATO, 100MG, 30 TABS.",,3
LIF56,"OXIMETAZOLINA, 50MG, NASAL, 20ML, AD.",,3
ALPH40,"NAPROXENO, PARACETAMOL, 275/300MG 15 TABS.",,1
ALPH41,"TERBINAFINA, 1%, 15 G, CREMA",,1
ALPH42,DOXICICLINA 100MG 10 TABLETAS,,3
ALPH43,"CLIOQUINOL 3%, TUBO 20G",,3
ALPH44,"MONTELUKAST,MAST. 5 MG, 20 TABS.",,3
BIOM58,"FLUOXETINA, 20MG, 14 TABS         
",,3
BEL15,"AGUA MICELAR CON AGUA DE ROSAS, EXTRACTO DE PEPINO Y ALOE VERA 120ML",,3
AMS90,"CLINDAMICINA, INY, 600 MG, 4 ML.  5 AMP.",,3
SER34,"MUPIROCINA, 2%, 15G, UNG, CUTANEO.",,3
SER35,"AZITROMICINA  SUSP. 200MG/5ML, POLVO 15ML",,3
NAT86,"VITAMINA ADC, MIEL DE ABEJA, PROPOLEO Y  GORDOLOBO",,3
WIP36,"QUETIAPINA, 100MG, 30 TABS",,3
WIP37,"QUETIAPINA, 25MG, 30 TABS",,3
MAV268,"TRAMADOL, PARACETAMOL, 37.5/325MG, 20 TABS.",,3
MAV269,"PIOGLITAZONA, 15MG, 7 TABS.",,1
MAV270,"ATORVASTATINA, 20MG, 10 TABS.",,1
MAV271,"KETOROLACO, 30MG, 4 TABS, SL.",,3
YPN29,"COLAGENO, ACIDO HIALURONICO 60 TABLETAS PACK 2X1",,3
YPN30,"ARANDANO, GINKGO BILOBA, SEMILLA DE UVA. 60 CAPS.",,3
YPN31,"CAMOTE SILVESTRE, MACA PERUANA, ISOFLAVONAS, RUSCO, VITAMINA E 60 CAPS.",,3
YPN32,"ROMERO, CENTELLA ASIATICA, GINKGO BILOBA, SEMILLA DE UVA Y UÑA DE GATO, CASTAÑO DE INDIAS  60 CAPS.",,1
YPN33,"JENGIBRE, CURCUMA, NOGAL, CARTILAGO DE TIBURON 45 CAPS",,1
YPN34,"BROMELINA, PAPAINA, SABILA 30 TABS.  DE 300 GR",,1
BIOM59,"OMEPRAZOL, 20MG, 14 CAPS.",,3
ALPH45,"LOSARTAN, 50MG, 30 TABS.",,3
ALPH46,"OMEPRAZOL, 20MG, 14 CAPS.",,3
ALPH47,"KETOROLACO, 10 MG, 10 TABS.    ALPHARMA",,3
ALPH48,"NAFAZOLINA, NASAL. 0.05%/100ML SOL. NASAL, GOTERO 15ML.",,1
ALPH49,"CINITAPRIDA, 1MG, 25 TABLETAS",,3
ALPH50,"HIDROCLOROTIAZIDA, 25MG, 20 TABS.",,3
ALPH51,"LEVOFLOXACINO,500 MG, 7 TABS.",,3
ALPH52,"LEVOFLOXACINO, 750 MG, 7 TABS.",,3
ALPH53,"ACETONIDO DE FLUOCINOLONA 0.01G  TUBO 20G
",,1
ALPH54,"NAFAZOLINA, NASAL. 0.1%/100ML SOL. NASAL, GOTERO 15ML.",,3
ALPH55,"CITALOPRAM, 20MG, 14 TABS (ALPHARMA)",,3
ALPH56,"CINARIZINA, 75MG, 60 TABS.",,1
MAV272,MEZCLA DE PLANTAS SIN AZUCAR,,3
YPN35,"COLAGENO  REDUCTIVO SEMILLA DE BRASIL, RAIZ DE TEJOCOTE 1,100KG",,1
COL119,"AZITROMICINA, 500MG, 3 TABS",,3
COL120,"AMOXICILINA, 500MG, 75ML, SUSP.",,3
SER36,"HIOSCINA, 10MG, 10 TABS SERRAL.",,3
SER37,"HIOSCINA, METAMIZOL, 10/250MG, 10 TABS",,3
SER38,VALACICLOVIR 500MG 10 TABLETAS SERRAL,,3
